policy_id,effective_date,expiration_date,cancellation_date,in_force,exposure,driver_age,vehicle_age,province,vehicle_make,body_type,horsepower,vehicle_color,vehicle_transmission,claim_counts,loss_amt,player_id,commercial_premium
AUTO-TPL-8F687D58DB,20/12/2023,19/12/2024,,true,1.0,20,1,SH,Isuzu,lightcomm,83,white,automatic,0,0.0,2,584.5809
AUTO-TPL-1A1E826577,29/12/2023,28/12/2024,,true,1.0,37,14,RI,Ford,sedan,125,other,automatic,0,0.0,2,348.6959
AUTO-TPL-BA5BB95C1E,11/06/2023,10/06/2024,,true,1.0,43,18,AS,Chevrolet,sedan,63,white,manual,1,113.9316,2,252.7435
AUTO-TPL-597C4119EF,05/12/2023,04/12/2024,,true,1.0,68,12,AS,other,lightcomm,40,white,automatic,0,0.0,2,399.6314
AUTO-TPL-806E7EFE03,28/12/2023,27/12/2024,,true,1.0,32,19,JF,Ford,lightcomm,102,red,manual,0,0.0,2,1006.4133
AUTO-TPL-505EB561F8,20/04/2023,19/04/2024,,true,1.0,66,1,MK,Toyota,sedan,84,other,manual,0,0.0,2,277.0034
AUTO-TPL-ABB1B35444,26/04/2023,25/04/2024,,true,1.0,77,7,HS,Toyota,4x4,65,red,automatic,0,0.0,2,1089.2536
AUTO-TPL-F26BD042D3,16/04/2023,15/04/2024,,true,1.0,45,2,BA,Ford,4x4,115,other,manual,0,0.0,2,852.2824
AUTO-TPL-3D17E98357,01/11/2023,31/10/2024,,true,1.0,22,0,SH,Toyota,sedan,97,white,automatic,0,0.0,2,170.5896
AUTO-TPL-5E9EBD1BAF,19/03/2023,18/03/2024,,true,1.0,23,17,NJ,Chevrolet,heavycomm,142,blue,manual,0,0.0,2,844.2297
AUTO-TPL-286C52B02D,24/08/2023,23/08/2024,,true,1.0,44,5,AS,KIA,4x4,241,other,manual,0,0.0,2,995.3315
AUTO-TPL-E2B5B8D03E,04/11/2023,03/11/2024,,true,1.0,49,16,HA,Hyundai,sedan,126,white,automatic,0,0.0,2,173.5969
AUTO-TPL-7DF9EEA646,27/11/2023,26/11/2024,,true,1.0,49,1,AS,other,4x4,147,other,automatic,0,0.0,2,884.1104
AUTO-TPL-7E43526C97,26/07/2023,25/07/2024,,true,1.0,26,1,MK,Chevrolet,lightcomm,261,silver,manual,2,2487.8627,2,538.5745
AUTO-TPL-258BE98F4F,05/08/2023,04/08/2024,,true,1.0,61,2,JF,Ford,pickup,190,other,automatic,0,0.0,2,466.6945
AUTO-TPL-3464620229,29/04/2023,28/04/2024,,true,1.0,33,1,RI,KIA,pickup,114,black,automatic,2,2502.0119,2,488.6703
