policy_id,effective_date,expiration_date,cancellation_date,in_force,exposure,driver_age,vehicle_age,province,vehicle_make,body_type,horsepower,vehicle_color,vehicle_transmission,claim_counts,loss_amt,player_id,commercial_premium
AUTO-TPL-982294E867,09/11/2023,08/11/2024,,true,1.0,87,16,SH,Hyundai,sedan,174,black,manual,0,0.0,5,262.7904
AUTO-TPL-729B24E9F2,04/08/2023,03/08/2024,,true,1.0,19,17,RI,KIA,heavycomm,109,black,automatic,1,624.8131,5,453.8844
AUTO-TPL-E1CD088638,25/11/2023,24/11/2024,,true,1.0,37,8,AS,other,sedan,127,white,automatic,0,0.0,5,324.1009
AUTO-TPL-D127827BB7,01/02/2023,01/02/2024,,true,1.0,23,2,BA,Hyundai,4x4,87,grey,automatic,0,0.0,5,477.1344
AUTO-TPL-A510BBE4D8,16/03/2023,15/03/2024,,true,1.0,56,0,HA,Isuzu,sedan,105,black,automatic,0,0.0,5,731.141
AUTO-TPL-4C7E15CDE3,09/06/2023,08/06/2024,,true,1.0,21,0,NJ,Hyundai,sedan,105,white,automatic,1,4101.0854,5,226.6945
AUTO-TPL-150DDB3790,18/04/2023,17/04/2024,,true,1.0,57,1,HS,Toyota,4x4,113,red,automatic,2,5416.2185,5,620.1602
AUTO-TPL-755C4DB23F,02/05/2023,01/05/2024,,true,1.0,41,8,NJ,other,4x4,296,silver,manual,0,0.0,5,610.4863
AUTO-TPL-33F0C736FF,22/09/2023,21/09/2024,,true,1.0,84,19,BA,Mercedes,lightcomm,40,white,automatic,0,0.0,5,1042.6351
AUTO-TPL-B2B1984C13,25/03/2023,24/03/2024,,true,1.0,75,20,BA,Hyundai,lightcomm,40,other,automatic,0,0.0,5,350.4613
AUTO-TPL-D3CD6DB7B8,27/12/2023,26/12/2024,,true,1.0,62,0,RI,Hyundai,pickup,135,white,manual,0,0.0,5,265.4333
AUTO-TPL-1F26DB8BEB,24/08/2023,23/08/2024,,true,1.0,89,0,NJ,Chevrolet,heavycomm,104,grey,manual,0,0.0,5,682.7645
AUTO-TPL-157581677F,07/03/2023,06/03/2024,,true,1.0,57,8,AS,Ford,sedan,148,silver,automatic,0,0.0,5,324.1657
AUTO-TPL-CB4C2501DD,27/03/2023,26/03/2024,,true,1.0,51,11,JZ,other,heavycomm,116,white,manual,0,0.0,5,607.7477
AUTO-TPL-8A0A709004,27/02/2023,27/02/2024,,true,1.0,74,20,JZ,other,lightcomm,59,black,manual,0,0.0,5,520.8408
AUTO-TPL-D631AA4137,14/03/2023,13/03/2024,,true,1.0,47,0,BA,Hyundai,4x4,45,grey,manual,0,0.0,5,477.1344
AUTO-TPL-15FB663184,01/11/2023,31/10/2024,,true,1.0,83,20,HA,KIA,heavycomm,254,silver,automatic,0,0.0,5,941.311
AUTO-TPL-E0672A0AEB,07/10/2023,06/10/2024,,true,1.0,38,3,AS,other,heavycomm,145,grey,manual,0,0.0,5,623.2785
AUTO-TPL-65E2D7EB83,30/01/2023,30/01/2024,,true,1.0,20,1,AS,Hyundai,sedan,40,white,manual,0,0.0,5,270.0409
AUTO-TPL-C5C729D750,22/07/2023,21/07/2024,,true,1.0,33,3,MK,Toyota,4x4,123,other,automatic,0,0.0,5,789.6307
AUTO-TPL-B817F67B5D,03/10/2023,02/10/2024,,true,1.0,49,0,MK,other,sedan,201,white,automatic,0,0.0,5,374.5389
AUTO-TPL-6133560FF7,15/09/2023,14/09/2024,,true,1.0,47,20,SH,other,4x4,40,black,automatic,0,0.0,5,707.6922
AUTO-TPL-6800B6A196,26/02/2023,26/02/2024,,true,1.0,45,2,JZ,Ford,pickup,62,black,manual,0,0.0,5,482.5402
AUTO-TPL-671BEEC957,14/09/2023,13/09/2024,,true,1.0,90,20,QS,other,pickup,115,black,automatic,0,0.0,5,664.7619
AUTO-TPL-F51314DB75,05/02/2023,05/02/2024,,true,1.0,68,1,JZ,Toyota,lightcomm,112,white,automatic,0,0.0,5,489.382
AUTO-TPL-7A82DD460B,18/06/2023,17/06/2024,,true,1.0,22,1,BA,Chevrolet,sedan,40,white,automatic,0,0.0,5,333.0309
AUTO-TPL-B58BE9E665,29/10/2023,28/10/2024,,true,1.0,90,1,HS,other,lightcomm,168,white,manual,1,431.0675,5,484.7974
AUTO-TPL-29DF13E2AB,02/07/2023,01/07/2024,,true,1.0,46,8,RI,Isuzu,sedan,61,white,manual,0,0.0,5,352.544
AUTO-TPL-B317A688FD,25/08/2023,24/08/2024,,true,1.0,47,2,SH,Toyota,sedan,159,other,automatic,1,221.6399,5,296.3489
AUTO-TPL-A3D4D07164,28/10/2023,27/10/2024,,true,1.0,49,17,BA,Chevrolet,pickup,144,blue,automatic,0,0.0,5,508.405
AUTO-TPL-498C02DAFC,05/11/2023,04/11/2024,,true,1.0,47,4,AS,Hyundai,sedan,74,silver,automatic,0,0.0,5,270.0409
AUTO-TPL-4FA17A1746,13/12/2023,12/12/2024,,true,1.0,18,0,RI,Ford,sedan,131,white,automatic,0,0.0,5,208.7217
AUTO-TPL-0CCAB56711,18/09/2023,17/09/2024,,true,1.0,43,0,MD,Toyota,sedan,95,white,automatic,0,0.0,5,351.054
AUTO-TPL-82097C789A,08/08/2023,07/08/2024,,true,1.0,27,5,SH,Chevrolet,sedan,40,white,automatic,0,0.0,5,411.5641
AUTO-TPL-4C5F1C0CC1,10/05/2023,09/05/2024,,true,1.0,51,11,BA,Ford,pickup,76,grey,automatic,0,0.0,5,389.6901
AUTO-TPL-E2F229FD79,02/05/2023,01/05/2024,20/07/2023,false,0.21643835616438356,18,16,JZ,other,4x4,40,white,manual,0,0.0,5,709.0969
AUTO-TPL-07B6D1FF5B,03/01/2023,03/01/2024,,true,1.0,34,0,MD,Toyota,pickup,146,grey,manual,0,0.0,5,535.919
AUTO-TPL-3279D824EA,07/08/2023,06/08/2024,,true,1.0,26,1,RI,Toyota,4x4,121,grey,automatic,1,2792.4127,5,439.9547
AUTO-TPL-EFB48B8FFD,23/12/2023,22/12/2024,,true,1.0,80,4,HS,other,4x4,123,black,automatic,0,0.0,5,660.0257
AUTO-TPL-53E7B109DC,30/11/2023,29/11/2024,,true,1.0,25,1,BA,Chevrolet,sedan,139,other,manual,0,0.0,5,333.0309
AUTO-TPL-EF189EA092,29/09/2023,28/09/2024,,true,1.0,90,1,NJ,other,4x4,113,black,manual,0,0.0,5,610.4863
AUTO-TPL-7D72C54FA0,02/03/2023,01/03/2024,,true,1.0,19,1,RI,Chevrolet,pickup,40,black,manual,0,0.0,5,415.7032
AUTO-TPL-F51266904E,22/03/2023,21/03/2024,,true,1.0,18,1,MK,Toyota,4x4,64,black,manual,0,0.0,5,789.6307
AUTO-TPL-A6506C0A2A,15/10/2023,14/10/2024,,true,1.0,53,17,RI,Isuzu,lightcomm,139,other,automatic,0,0.0,5,581.0278
AUTO-TPL-DD161CDF17,06/05/2023,05/05/2024,,true,1.0,38,10,NJ,Hyundai,sedan,139,red,manual,0,0.0,5,226.6945
AUTO-TPL-97F6EA4FCB,14/02/2023,14/02/2024,28/04/2023,false,0.2,64,8,AS,Ford,4x4,90,red,automatic,0,0.0,5,727.3631
AUTO-TPL-F5119E0F38,13/01/2023,13/01/2024,,true,1.0,32,15,MK,Isuzu,heavycomm,67,blue,manual,1,216.1258,5,1216.8337
AUTO-TPL-EB6722A107,09/08/2023,08/08/2024,,true,1.0,64,12,NJ,Isuzu,4x4,67,other,automatic,0,0.0,5,1031.3556
AUTO-TPL-3934219270,01/02/2023,01/02/2024,,true,1.0,72,2,JZ,Chevrolet,sedan,77,blue,automatic,0,0.0,5,412.381
AUTO-TPL-19DFDF2529,09/02/2023,09/02/2024,,true,1.0,32,0,BA,Toyota,sedan,62,white,automatic,0,0.0,5,239.8006
AUTO-TPL-7DF1F092CB,01/12/2023,30/11/2024,23/04/2024,false,0.39452054794520547,76,0,JZ,Isuzu,4x4,147,blue,manual,0,0.0,5,1197.9483
AUTO-TPL-E9C3250999,08/05/2023,07/05/2024,,true,1.0,89,19,HA,Chevrolet,lightcomm,141,silver,manual,1,15419.773,5,930.7423
AUTO-TPL-066510E056,08/01/2023,08/01/2024,,true,1.0,29,20,QS,other,4x4,46,black,automatic,0,0.0,5,977.0684
AUTO-TPL-F2D16469AE,06/04/2023,05/04/2024,,true,1.0,18,2,JZ,Ford,lightcomm,71,blue,manual,0,0.0,5,520.945
AUTO-TPL-28A0B44570,25/05/2023,24/05/2024,,true,1.0,83,9,MK,KIA,sedan,134,red,automatic,0,0.0,5,423.6035
AUTO-TPL-BE85D4EA95,06/05/2023,05/05/2024,,true,1.0,25,0,NJ,Mercedes,lightcomm,143,grey,automatic,2,2118.3244,5,1111.5189
AUTO-TPL-7C8325E36C,18/06/2023,17/06/2024,,true,1.0,18,9,NJ,Toyota,sedan,87,silver,automatic,0,0.0,5,255.6435
AUTO-TPL-CA25A91CA8,07/07/2023,06/07/2024,,true,1.0,90,17,NJ,Isuzu,heavycomm,113,white,automatic,0,0.0,5,883.9469
AUTO-TPL-7E697E8E76,03/04/2023,02/04/2024,,true,1.0,47,1,SH,Toyota,sedan,113,black,manual,0,0.0,5,296.3489
AUTO-TPL-A231935210,26/07/2023,25/07/2024,,true,1.0,46,15,MK,Hyundai,pickup,77,grey,automatic,0,0.0,5,476.3996
AUTO-TPL-2619FA24B7,29/10/2023,28/10/2024,,true,1.0,50,5,BA,other,4x4,128,black,manual,0,0.0,5,572.6529
AUTO-TPL-50DE83FD64,13/04/2023,12/04/2024,,true,1.0,32,14,JZ,Chevrolet,4x4,120,white,automatic,1,9519.218,5,925.3005
AUTO-TPL-F72D7FFD80,15/03/2023,14/03/2024,,true,1.0,18,20,RI,Ford,lightcomm,117,other,automatic,0,0.0,5,343.9943
AUTO-TPL-AA7993416A,12/08/2023,11/08/2024,,true,1.0,89,1,JZ,Ford,lightcomm,40,red,automatic,0,0.0,5,520.945
AUTO-TPL-91D232DCD2,20/10/2023,19/10/2024,,true,1.0,18,18,MD,Toyota,sedan,113,other,automatic,0,0.0,5,351.054
AUTO-TPL-F8B5244BFD,19/11/2023,18/11/2024,,true,1.0,58,5,MD,other,4x4,47,white,manual,0,0.0,5,838.3301
AUTO-TPL-A1D3BADC35,10/11/2023,09/11/2024,,true,1.0,52,0,JZ,Toyota,sedan,41,white,automatic,0,0.0,5,296.9371
AUTO-TPL-CFA7148A94,04/04/2023,03/04/2024,,true,1.0,37,3,MK,Ford,sedan,40,blue,manual,0,0.0,5,374.6138
AUTO-TPL-D53BC8815C,22/05/2023,21/05/2024,,true,1.0,46,8,SH,Isuzu,lightcomm,129,silver,automatic,0,0.0,5,878.1653
AUTO-TPL-1C3A558891,21/01/2023,21/01/2024,,true,1.0,31,20,QS,other,4x4,123,other,automatic,0,0.0,5,977.0684
AUTO-TPL-9978F0669F,22/01/2023,22/01/2024,,true,1.0,36,16,JZ,other,4x4,249,grey,automatic,0,0.0,5,709.0969
AUTO-TPL-FA0817A0A7,04/08/2023,03/08/2024,27/07/2024,false,0.9808219178082191,24,2,RI,Toyota,heavycomm,115,black,manual,0,0.0,5,377.0732
AUTO-TPL-4197840453,30/06/2023,29/06/2024,23/10/2023,false,0.3150684931506849,44,19,QS,other,4x4,132,silver,automatic,0,0.0,5,977.0684
AUTO-TPL-BA102E9C9B,17/11/2023,16/11/2024,,true,1.0,19,1,NJ,Chevrolet,heavycomm,136,silver,manual,0,0.0,5,682.7645
AUTO-TPL-8DBF4B7824,05/09/2023,04/09/2024,,true,1.0,32,3,RI,Mercedes,sedan,113,black,manual,0,0.0,5,517.276
AUTO-TPL-1505C2AADA,23/03/2023,22/03/2024,,true,1.0,19,0,NJ,Ford,lightcomm,128,white,manual,0,0.0,5,448.4998
