policy_id,effective_date,expiration_date,cancellation_date,in_force,exposure,driver_age,vehicle_age,province,vehicle_make,body_type,horsepower,vehicle_color,vehicle_transmission,claim_counts,loss_amt,player_id,commercial_premium
AUTO-TPL-6B408C8485,26/10/2023,25/10/2024,,true,1.0,19,0,RI,Toyota,sedan,74,silver,automatic,0,0.0,6,353.6454
AUTO-TPL-B74DD53138,27/12/2023,26/12/2024,,true,1.0,56,0,QS,Isuzu,4x4,40,red,manual,0,0.0,6,1289.4218
AUTO-TPL-B8DF08BF35,31/05/2023,30/05/2024,,true,1.0,41,8,SH,Hyundai,heavycomm,112,silver,automatic,0,0.0,6,356.7102
AUTO-TPL-B4B119CE12,18/07/2023,17/07/2024,,true,1.0,40,1,RI,Chevrolet,sedan,118,white,manual,1,718.6967,6,331.0106
AUTO-TPL-98AD7D4E29,20/12/2023,19/12/2024,,true,1.0,22,15,BA,KIA,heavycomm,115,white,automatic,0,0.0,6,396.1263
AUTO-TPL-2847386EEA,22/03/2023,21/03/2024,,true,1.0,34,5,MK,Hyundai,sedan,51,black,automatic,0,0.0,6,383.9202
AUTO-TPL-A7C4F54FC4,18/09/2023,17/09/2024,,true,1.0,20,0,NJ,Isuzu,sedan,46,black,automatic,0,0.0,6,722.7596
AUTO-TPL-4B381AB71C,07/09/2023,06/09/2024,,true,1.0,90,20,HS,other,4x4,119,black,automatic,0,0.0,6,610.8516
AUTO-TPL-ED31FB90EC,06/05/2023,05/05/2024,,true,1.0,31,5,MK,Toyota,sedan,113,white,manual,0,0.0,6,230.167
AUTO-TPL-7FF382E05D,03/08/2023,02/08/2024,,true,1.0,43,19,HA,Ford,sedan,40,blue,manual,0,0.0,6,486.028
AUTO-TPL-420185B2C0,09/04/2023,08/04/2024,,true,1.0,23,16,HA,other,pickup,114,white,manual,1,4798.9194,6,369.3902
AUTO-TPL-11914C1A9E,06/05/2023,05/05/2024,13/09/2023,false,0.3561643835616438,39,4,NJ,other,sedan,113,white,manual,0,0.0,6,369.3902
AUTO-TPL-955AC4395C,20/05/2023,19/05/2024,,true,1.0,19,3,SH,other,sedan,40,black,automatic,0,0.0,6,610.8516
AUTO-TPL-03D1477267,24/06/2023,23/06/2024,,true,1.0,19,19,NJ,Toyota,sedan,74,blue,automatic,0,0.0,6,441.568
AUTO-TPL-BAB4456099,13/09/2023,12/09/2024,,true,1.0,90,2,HA,Ford,4x4,109,other,automatic,0,0.0,6,470.5811
AUTO-TPL-47560A629F,21/06/2023,20/06/2024,,true,1.0,46,5,RI,other,pickup,90,blue,manual,0,0.0,6,750.9703
AUTO-TPL-FD330C1C4A,19/09/2023,18/09/2024,,true,1.0,83,1,NJ,Toyota,sedan,113,white,manual,0,0.0,6,230.167
AUTO-TPL-80208309B0,25/07/2023,24/07/2024,,true,1.0,18,0,SH,Hyundai,lightcomm,145,black,automatic,0,0.0,6,383.9202
AUTO-TPL-8E41343194,07/04/2023,06/04/2024,,true,1.0,28,2,MD,Toyota,sedan,256,red,manual,0,0.0,6,679.0388
AUTO-TPL-1FA2D54B0F,31/08/2023,30/08/2024,,true,1.0,42,4,JZ,Ford,heavycomm,108,red,automatic,0,0.0,6,665.568
AUTO-TPL-C28F75B7B9,19/05/2023,18/05/2024,,true,1.0,62,6,MK,other,pickup,115,white,manual,0,0.0,6,369.3902
AUTO-TPL-BB6A7414A9,02/11/2023,01/11/2024,,true,1.0,51,4,MK,Chevrolet,lightcomm,221,blue,manual,0,0.0,6,672.9445
AUTO-TPL-39EBFFF098,06/10/2023,05/10/2024,,true,1.0,26,2,SH,Chevrolet,sedan,106,white,manual,0,0.0,6,331.0106
AUTO-TPL-536117511D,23/01/2023,23/01/2024,,true,1.0,56,4,QS,other,sedan,110,black,automatic,0,0.0,6,610.8516
AUTO-TPL-052ABC0C87,12/03/2023,11/03/2024,,true,1.0,18,2,NJ,Chevrolet,sedan,94,blue,manual,1,576.933,6,672.9445
AUTO-TPL-8ED0E4F6B9,19/02/2023,19/02/2024,,true,1.0,89,0,SH,Mercedes,lightcomm,142,black,automatic,0,0.0,6,1069.8455
AUTO-TPL-48690C834B,22/11/2023,21/11/2024,,true,1.0,39,2,MD,Ford,sedan,117,grey,manual,0,0.0,6,519.5933
AUTO-TPL-66E0BBC27D,10/11/2023,09/11/2024,,true,1.0,90,13,MD,Isuzu,lightcomm,134,black,automatic,0,0.0,6,722.7596
AUTO-TPL-A7F4B8417B,24/11/2023,23/11/2024,,true,1.0,40,5,JZ,Chevrolet,sedan,130,white,manual,0,0.0,6,331.0106
AUTO-TPL-594EDC085B,16/09/2023,15/09/2024,06/04/2024,false,0.5561643835616439,32,19,RI,Chevrolet,sedan,238,black,automatic,0,0.0,6,547.3841
AUTO-TPL-3CD822276E,17/06/2023,16/06/2024,,true,1.0,42,3,JZ,other,heavycomm,112,white,manual,0,0.0,6,369.3902
AUTO-TPL-271A2E0562,08/03/2023,07/03/2024,,true,1.0,18,17,MK,Isuzu,heavycomm,146,white,manual,0,0.0,6,437.0625
AUTO-TPL-CB4E6B8946,24/10/2023,23/10/2024,21/07/2024,false,0.7424657534246575,44,19,QS,KIA,lightcomm,147,white,automatic,0,0.0,6,396.1263
AUTO-TPL-C3FF8E3E29,24/12/2023,23/12/2024,06/08/2024,false,0.6191780821917808,24,0,NJ,Toyota,sedan,50,blue,manual,0,0.0,6,467.9296
AUTO-TPL-147A4192BB,14/07/2023,13/07/2024,14/11/2023,false,0.336986301369863,49,0,HA,Chevrolet,4x4,115,grey,automatic,0,0.0,6,678.8887
AUTO-TPL-8443512A95,03/08/2023,02/08/2024,,true,1.0,18,2,RI,Toyota,sedan,46,blue,manual,0,0.0,6,467.9296
AUTO-TPL-CA0B2C44D9,23/10/2023,22/10/2024,,true,1.0,46,0,SH,Isuzu,sedan,147,white,manual,0,0.0,6,437.0625
AUTO-TPL-18193C25C2,10/11/2023,09/11/2024,04/02/2024,false,0.2356164383561644,82,17,AS,Ford,heavycomm,209,blue,manual,0,0.0,6,486.028
AUTO-TPL-28BD6D586F,16/11/2023,15/11/2024,,true,1.0,37,0,RI,Toyota,sedan,116,other,automatic,0,0.0,6,453.0579
AUTO-TPL-E6470BEFF1,26/02/2023,26/02/2024,,true,1.0,49,14,HS,Ford,pickup,176,white,automatic,0,0.0,6,225.601
AUTO-TPL-0DDE1A5399,29/08/2023,28/08/2024,,true,1.0,57,3,RI,Chevrolet,sedan,113,white,automatic,0,0.0,6,312.3625
AUTO-TPL-92CE0175BF,17/12/2023,16/12/2024,,true,1.0,34,19,NJ,Hyundai,sedan,95,silver,automatic,0,0.0,6,356.7102
AUTO-TPL-3F666812FD,30/07/2023,29/07/2024,,true,1.0,68,9,MK,Chevrolet,lightcomm,70,black,manual,0,0.0,6,580.0629
AUTO-TPL-38F23FEBC7,18/03/2023,17/03/2024,,true,1.0,89,17,JZ,other,sedan,52,white,automatic,0,0.0,6,348.58
AUTO-TPL-C1DBEF5544,04/09/2023,03/09/2024,04/01/2024,false,0.33424657534246577,34,1,NJ,Hyundai,heavycomm,145,white,automatic,0,0.0,6,219.0825
AUTO-TPL-4D8EC7D940,13/07/2023,12/07/2024,,true,1.0,21,2,JZ,KIA,sedan,114,silver,manual,2,2894.9829,6,683.4777
AUTO-TPL-251BFD3102,17/08/2023,16/08/2024,,true,1.0,41,0,MD,Hyundai,lightcomm,42,black,manual,0,0.0,6,406.8403
AUTO-TPL-14B4A0DD35,01/02/2023,01/02/2024,,true,1.0,36,12,SH,other,4x4,55,blue,automatic,1,450.9728,6,708.6631
