policy_id,effective_date,expiration_date,cancellation_date,in_force,exposure,driver_age,vehicle_age,province,vehicle_make,body_type,horsepower,vehicle_color,vehicle_transmission,claim_counts,loss_amt,player_id,commercial_premium
AUTO-TPL-BDB6FDEA88,14/08/2023,13/08/2024,,true,1.0,18,2,NJ,Toyota,sedan,111,blue,manual,0,0.0,10,509.6271
AUTO-TPL-7E96199B9A,23/11/2023,22/11/2024,,true,1.0,21,0,MD,Hyundai,sedan,115,silver,automatic,0,0.0,10,371.8415
AUTO-TPL-CFD639B917,20/12/2023,19/12/2024,,true,1.0,70,0,SH,Toyota,4x4,113,grey,manual,0,0.0,10,383.0776
AUTO-TPL-99723B8214,07/11/2023,06/11/2024,,true,1.0,36,1,JZ,Chevrolet,heavycomm,110,black,automatic,0,0.0,10,485.4633
AUTO-TPL-2EFE3E3F17,27/04/2023,26/04/2024,,true,1.0,19,13,HA,other,heavycomm,128,blue,manual,0,0.0,10,818.4152
AUTO-TPL-65D45402A1,12/11/2023,11/11/2024,,true,1.0,38,16,JZ,other,sedan,112,blue,automatic,0,0.0,10,653.8952
AUTO-TPL-A9495B40AA,07/09/2023,06/09/2024,,true,1.0,44,15,NJ,Chevrolet,sedan,113,black,automatic,0,0.0,10,485.4633
AUTO-TPL-5E771E4320,15/06/2023,14/06/2024,,true,1.0,47,1,JZ,other,lightcomm,66,white,manual,0,0.0,10,426.8582
AUTO-TPL-145B48C386,26/05/2023,25/05/2024,,true,1.0,46,14,SH,other,pickup,104,black,automatic,0,0.0,10,404.4853
AUTO-TPL-45D4775CD8,20/03/2023,19/03/2024,,true,1.0,18,1,RI,Toyota,sedan,41,silver,automatic,0,0.0,10,235.0956
AUTO-TPL-C43760D988,08/01/2023,08/01/2024,,true,1.0,42,0,RI,Toyota,sedan,40,white,manual,0,0.0,10,265.8046
AUTO-TPL-D06BF352CA,16/06/2023,15/06/2024,,true,1.0,90,6,HA,other,lightcomm,53,red,manual,0,0.0,10,831.1356
AUTO-TPL-97C5039B2B,14/10/2023,13/10/2024,,true,1.0,43,1,NJ,Toyota,sedan,108,blue,automatic,1,590.4112,10,407.1805
AUTO-TPL-C4F9CF9A9F,31/05/2023,30/05/2024,03/12/2023,false,0.5095890410958904,18,2,MK,other,sedan,145,blue,manual,1,3241.6196,10,818.4152
AUTO-TPL-E65150C8A4,28/07/2023,27/07/2024,,true,1.0,35,20,AS,Chevrolet,sedan,40,other,automatic,0,0.0,10,562.0895
AUTO-TPL-759D989926,17/11/2023,16/11/2024,,true,1.0,18,1,JZ,Chevrolet,sedan,73,red,manual,0,0.0,10,997.5289
AUTO-TPL-08B1A69EB6,13/03/2023,12/03/2024,,true,1.0,58,4,HA,Hyundai,heavycomm,178,other,automatic,0,0.0,10,461.2581
AUTO-TPL-EAF1273C46,25/04/2023,24/04/2024,,true,1.0,42,17,RI,other,lightcomm,45,blue,automatic,0,0.0,10,653.8952
AUTO-TPL-3C592E6587,20/02/2023,20/02/2024,,true,1.0,48,0,SH,Ford,heavycomm,117,white,automatic,1,586.4845,10,329.4202
AUTO-TPL-F7684CCCCE,10/07/2023,09/07/2024,01/01/2024,false,0.4794520547945205,47,17,SH,Ford,heavycomm,63,grey,automatic,0,0.0,10,474.7604
AUTO-TPL-3C653AA023,29/03/2023,28/03/2024,,true,1.0,81,8,JZ,other,lightcomm,64,blue,manual,0,0.0,10,818.4152
AUTO-TPL-E2F69C83D5,02/07/2023,01/07/2024,,true,1.0,44,1,NJ,Toyota,sedan,131,blue,automatic,0,0.0,10,407.1805
AUTO-TPL-BB665FE4DC,11/04/2023,10/04/2024,,true,1.0,28,0,BA,Chevrolet,pickup,112,blue,automatic,0,0.0,10,784.805
AUTO-TPL-120F3C6B5E,03/03/2023,02/03/2024,31/03/2023,false,0.07671232876712329,20,12,SH,Chevrolet,lightcomm,107,silver,automatic,0,0.0,10,453.1263
AUTO-TPL-455505FD8E,19/10/2023,18/10/2024,,true,1.0,70,19,MD,other,4x4,89,grey,automatic,0,0.0,10,491.5213
AUTO-TPL-E5335F70FB,15/04/2023,14/04/2024,,true,1.0,45,1,QS,Isuzu,pickup,112,white,manual,0,0.0,10,565.9713
AUTO-TPL-B61F2F90F8,22/11/2023,21/11/2024,,true,1.0,34,2,MD,other,sedan,257,white,automatic,0,0.0,10,341.05
AUTO-TPL-EE2EDB1A14,17/05/2023,16/05/2024,,true,1.0,79,20,JZ,KIA,pickup,40,other,automatic,0,0.0,10,594.2169
AUTO-TPL-2C684FE27E,05/06/2023,04/06/2024,,true,1.0,31,0,RI,Mercedes,4x4,77,silver,automatic,1,1423.2803,10,977.7592
AUTO-TPL-48C2D853E5,28/04/2023,27/04/2024,,true,1.0,49,13,QS,Toyota,lightcomm,94,white,manual,0,0.0,10,265.8046
AUTO-TPL-BB486B9FB6,09/10/2023,08/10/2024,,true,1.0,31,9,RI,other,sedan,50,black,manual,0,0.0,10,506.2538
AUTO-TPL-1149E51BF7,12/11/2023,11/11/2024,,true,1.0,18,0,AS,Isuzu,lightcomm,122,blue,automatic,0,0.0,10,866.9996
AUTO-TPL-AED843FFB9,01/02/2023,01/02/2024,,true,1.0,58,1,JZ,KIA,pickup,40,black,automatic,1,1235.7172,10,513.2109
AUTO-TPL-4DE83A9F91,12/02/2023,12/02/2024,,true,1.0,18,2,RI,Chevrolet,sedan,40,white,automatic,0,0.0,10,409.3282
AUTO-TPL-5A5CECF33D,09/03/2023,08/03/2024,,true,1.0,21,1,MK,Isuzu,sedan,104,white,automatic,0,0.0,10,452.1982
AUTO-TPL-7BF02561DF,11/12/2023,10/12/2024,,true,1.0,18,0,RI,Chevrolet,heavycomm,41,white,manual,0,0.0,10,512.3152
AUTO-TPL-CE46FFE488,26/08/2023,25/08/2024,,true,1.0,57,0,QS,Chevrolet,sedan,141,white,manual,1,1726.3473,10,512.3152
AUTO-TPL-2BA94B5C82,10/09/2023,09/09/2024,,true,1.0,52,0,SH,other,lightcomm,148,other,automatic,0,0.0,10,468.3299
AUTO-TPL-4E66177697,15/11/2023,14/11/2024,,true,1.0,39,10,MK,other,4x4,101,grey,manual,0,0.0,10,615.188
AUTO-TPL-911BD6E669,26/05/2023,25/05/2024,,true,1.0,89,15,HS,Hyundai,4x4,268,black,automatic,0,0.0,10,398.3776
AUTO-TPL-A72C14CDC1,27/07/2023,26/07/2024,,true,1.0,45,1,SH,other,sedan,113,blue,manual,0,0.0,10,818.4152
AUTO-TPL-3FFCBED41C,25/08/2023,24/08/2024,,true,1.0,72,1,JZ,Toyota,lightcomm,142,grey,automatic,0,0.0,10,306.0703
AUTO-TPL-75EABE6CE6,25/12/2023,24/12/2024,,true,1.0,32,19,AS,Hyundai,lightcomm,52,grey,automatic,0,0.0,10,484.0993
AUTO-TPL-1FF1A1D932,10/06/2023,09/06/2024,,true,1.0,32,4,JZ,other,sedan,76,black,automatic,0,0.0,10,404.4853
AUTO-TPL-49923A364E,27/11/2023,26/11/2024,,true,1.0,26,15,AS,other,sedan,113,white,automatic,0,0.0,10,341.05
AUTO-TPL-033D236BF7,31/08/2023,30/08/2024,,true,1.0,45,0,RI,Chevrolet,sedan,40,black,automatic,0,0.0,10,485.4633
AUTO-TPL-8C3B20A35F,26/04/2023,25/04/2024,,true,1.0,40,4,MK,KIA,lightcomm,94,white,manual,0,0.0,10,541.5977
AUTO-TPL-6C70AD5E20,24/07/2023,23/07/2024,,true,1.0,66,1,RI,other,4x4,147,other,automatic,1,635.4654,10,468.3299
AUTO-TPL-F209362FF3,24/04/2023,23/04/2024,,true,1.0,57,0,RI,Toyota,4x4,212,grey,automatic,1,2471.8779,10,306.0703
AUTO-TPL-0309F29C5F,12/05/2023,11/05/2024,,true,1.0,52,5,RI,Hyundai,4x4,48,silver,manual,0,0.0,10,465.3968
AUTO-TPL-8C9B38C12C,22/04/2023,21/04/2024,,true,1.0,49,0,NJ,KIA,heavycomm,40,white,manual,0,0.0,10,541.5977
AUTO-TPL-839751DE0D,05/08/2023,04/08/2024,,true,1.0,56,20,HS,other,sedan,243,grey,automatic,0,0.0,10,491.5213
AUTO-TPL-FA67AB3456,26/11/2023,25/11/2024,,true,1.0,44,18,HA,Isuzu,heavycomm,113,white,manual,0,0.0,10,565.9713
AUTO-TPL-5C87A5920F,10/11/2023,09/11/2024,,true,1.0,44,6,RI,Toyota,sedan,113,grey,automatic,0,0.0,10,306.0703
AUTO-TPL-BEA75D5D77,07/03/2023,06/03/2024,,true,1.0,30,4,NJ,Ford,sedan,84,red,automatic,0,0.0,10,641.4141
AUTO-TPL-349F19873C,21/08/2023,20/08/2024,,true,1.0,48,19,SH,KIA,pickup,147,other,manual,0,0.0,10,743.7219
AUTO-TPL-D8A90D702D,24/03/2023,23/03/2024,,true,1.0,65,4,JZ,Mercedes,sedan,127,blue,manual,0,0.0,10,2119.5317
AUTO-TPL-F64F395160,23/12/2023,22/12/2024,,true,1.0,34,10,NJ,Isuzu,sedan,40,white,automatic,0,0.0,10,452.1982
AUTO-TPL-0BF2EA0951,19/12/2023,18/12/2024,,true,1.0,44,19,SH,other,pickup,40,blue,automatic,0,0.0,10,653.8952
AUTO-TPL-68AE2ED8BB,15/06/2023,14/06/2024,,true,1.0,83,2,QS,Isuzu,4x4,145,grey,manual,0,0.0,10,815.6778
AUTO-TPL-5ECA15843F,21/08/2023,20/08/2024,,true,1.0,46,0,JZ,Toyota,4x4,143,blue,automatic,0,0.0,10,407.1805
AUTO-TPL-BA4EA44124,14/10/2023,13/10/2024,,true,1.0,50,18,NJ,Toyota,sedan,94,white,automatic,2,294.0994,10,212.3718
AUTO-TPL-56EB21E846,14/09/2023,13/09/2024,,true,1.0,77,5,SH,Toyota,lightcomm,131,other,manual,0,0.0,10,365.0029
AUTO-TPL-DBD270A32C,06/06/2023,05/06/2024,09/12/2023,false,0.5095890410958904,34,3,NJ,Hyundai,sedan,117,black,manual,0,0.0,10,498.6094
AUTO-TPL-BDFCE3ABEA,18/06/2023,17/06/2024,,true,1.0,73,8,AS,Toyota,sedan,114,grey,automatic,0,0.0,10,306.0703
AUTO-TPL-2689091653,31/08/2023,30/08/2024,,true,1.0,19,1,NJ,Toyota,lightcomm,89,black,automatic,0,0.0,10,251.873
AUTO-TPL-7E33B941AE,20/07/2023,19/07/2024,,true,1.0,90,0,BA,KIA,lightcomm,133,silver,automatic,0,0.0,10,479.0257
