policy_id,effective_date,expiration_date,cancellation_date,in_force,exposure,driver_age,vehicle_age,province,vehicle_make,body_type,horsepower,vehicle_color,vehicle_transmission,claim_counts,loss_amt,player_id,commercial_premium
AUTO-TPL-2BF21F1618,09/12/2023,08/12/2024,,true,1.0,81,1,HA,Hyundai,lightcomm,147,white,manual,0,0.0,4,565.9711
AUTO-TPL-8AA755A4EB,03/08/2023,02/08/2024,,true,1.0,26,0,RI,Chevrolet,sedan,90,white,manual,0,0.0,4,462.3299
AUTO-TPL-8859938F3B,07/03/2023,06/03/2024,,true,1.0,31,1,MK,Hyundai,pickup,130,white,automatic,0,0.0,4,487.4815
AUTO-TPL-4833E9AAF5,27/08/2023,26/08/2024,15/12/2023,false,0.3013698630136986,63,5,NJ,Hyundai,pickup,114,grey,manual,0,0.0,4,439.4471
AUTO-TPL-D6E9C0F6C9,15/06/2023,14/06/2024,09/02/2024,false,0.6547945205479452,33,1,NJ,Toyota,lightcomm,53,grey,automatic,0,0.0,4,327.5385
AUTO-TPL-87BD7E754F,16/04/2023,15/04/2024,,true,1.0,48,1,SH,KIA,sedan,112,silver,automatic,0,0.0,4,503.7002
AUTO-TPL-8E18485427,10/07/2023,09/07/2024,,true,1.0,43,1,MK,other,4x4,138,blue,automatic,0,0.0,4,512.7067
AUTO-TPL-857A663089,28/07/2023,27/07/2024,27/09/2023,false,0.16712328767123288,18,2,RI,Chevrolet,sedan,59,white,automatic,0,0.0,4,421.5646
AUTO-TPL-5BD46DC83A,07/08/2023,06/08/2024,,true,1.0,44,2,QS,Mercedes,heavycomm,40,blue,manual,0,0.0,4,1766.4997
AUTO-TPL-7A932807D1,20/01/2023,20/01/2024,,true,1.0,61,16,QS,Isuzu,pickup,40,grey,manual,0,0.0,4,1242.4407
AUTO-TPL-DC232B0897,22/06/2023,21/06/2024,,true,1.0,23,9,QS,Isuzu,4x4,107,white,manual,0,0.0,4,1242.4407
AUTO-TPL-9F601E32D7,13/11/2023,12/11/2024,,true,1.0,80,20,JZ,Mercedes,lightcomm,40,black,manual,0,0.0,4,1408.6896
AUTO-TPL-0C027152B8,24/03/2023,23/03/2024,,true,1.0,77,1,HA,Hyundai,4x4,113,grey,manual,0,0.0,4,565.9711
AUTO-TPL-4D77365F65,26/02/2023,26/02/2024,,true,1.0,38,17,JZ,KIA,4x4,62,red,automatic,0,0.0,4,573.9426
AUTO-TPL-D6EA34219E,04/12/2023,03/12/2024,25/03/2024,false,0.30684931506849317,42,12,HA,Ford,4x4,117,white,manual,0,0.0,4,670.2008
AUTO-TPL-75596AA8E0,26/04/2023,25/04/2024,,true,1.0,60,4,RI,Chevrolet,sedan,98,blue,automatic,0,0.0,4,421.5646
AUTO-TPL-2383874E32,15/01/2023,15/01/2024,,true,1.0,40,0,SH,Hyundai,sedan,111,white,manual,0,0.0,4,462.7981
AUTO-TPL-0CF0A628B9,08/03/2023,07/03/2024,,true,1.0,32,11,MK,other,4x4,122,red,manual,0,0.0,4,562.2854
AUTO-TPL-ACFFD2EF76,16/02/2023,16/02/2024,,true,1.0,37,18,JZ,other,4x4,122,black,automatic,0,0.0,4,505.7208
AUTO-TPL-C6328C1974,08/03/2023,07/03/2024,,true,1.0,29,15,JZ,Isuzu,heavycomm,234,silver,automatic,0,0.0,4,903.4197
AUTO-TPL-33478A7C0C,20/10/2023,19/10/2024,,true,1.0,81,7,JZ,Hyundai,4x4,113,grey,automatic,0,0.0,4,480.8394
AUTO-TPL-8F82C8752C,20/11/2023,19/11/2024,,true,1.0,43,14,BA,other,pickup,113,red,automatic,0,0.0,4,267.9093
AUTO-TPL-97E6F776C9,23/03/2023,22/03/2024,,true,1.0,26,13,SH,Toyota,sedan,141,red,automatic,0,0.0,4,344.943
AUTO-TPL-74BD816993,16/01/2023,16/01/2024,,true,1.0,90,20,JZ,KIA,4x4,86,grey,automatic,0,0.0,4,573.9426
AUTO-TPL-508594F6C5,30/08/2023,29/08/2024,,true,1.0,48,19,RI,Hyundai,lightcomm,116,other,automatic,0,0.0,4,310.3792
AUTO-TPL-51855D7B60,02/12/2023,01/12/2024,,true,1.0,31,1,QS,other,lightcomm,147,other,manual,0,0.0,4,695.4997
AUTO-TPL-C16BF6BEBB,27/04/2023,26/04/2024,,true,1.0,50,1,BA,Isuzu,heavycomm,113,black,manual,0,0.0,4,524.8731
AUTO-TPL-B107D37EBF,23/09/2023,22/09/2024,15/04/2024,false,0.5616438356164384,87,20,BA,Isuzu,4x4,73,white,automatic,0,0.0,4,478.5932
AUTO-TPL-CC93AEBFDF,05/07/2023,04/07/2024,,true,1.0,24,0,RI,other,sedan,106,white,automatic,0,0.0,4,326.44
AUTO-TPL-E36AC7B0E7,10/12/2023,09/12/2024,,true,1.0,49,2,MK,Chevrolet,lightcomm,92,blue,manual,0,0.0,4,726.1354
AUTO-TPL-926D8D4823,28/02/2023,28/02/2024,,true,1.0,88,17,BA,Toyota,sedan,134,white,automatic,1,389.5233,4,208.2191
AUTO-TPL-F0CB2FA67E,25/01/2023,25/01/2024,,true,1.0,28,1,SH,Isuzu,lightcomm,96,black,manual,1,1719.9092,4,869.523
AUTO-TPL-D4FC7FF1DC,12/09/2023,11/09/2024,,true,1.0,65,13,AS,Ford,sedan,92,white,automatic,0,0.0,4,638.3046
AUTO-TPL-5773D0D4B5,07/01/2023,07/01/2024,,true,1.0,23,8,SH,Ford,sedan,69,white,manual,0,0.0,4,548.0273
AUTO-TPL-5957996F43,14/04/2023,13/04/2024,,true,1.0,69,0,QS,Toyota,lightcomm,40,other,manual,0,0.0,4,540.5424
AUTO-TPL-4EC25EC772,04/10/2023,03/10/2024,,true,1.0,56,8,MD,Isuzu,sedan,95,silver,manual,1,54.9383,4,956.2451
AUTO-TPL-25A55BF276,30/09/2023,29/09/2024,,true,1.0,44,3,NJ,Chevrolet,sedan,113,silver,automatic,0,0.0,4,544.2399
AUTO-TPL-CA78798AC4,03/11/2023,02/11/2024,,true,1.0,78,0,QS,Ford,lightcomm,136,black,manual,1,1285.5447,4,783.0631
AUTO-TPL-58E9673342,11/08/2023,10/08/2024,,true,1.0,45,18,BA,Chevrolet,lightcomm,75,silver,automatic,0,0.0,4,345.9781
AUTO-TPL-8781E7D532,23/08/2023,22/08/2024,,true,1.0,28,7,NJ,Isuzu,sedan,113,white,automatic,1,266.8562,4,752.8498
AUTO-TPL-791E9B6F39,14/12/2023,13/12/2024,,true,1.0,43,2,SH,KIA,heavycomm,184,white,manual,1,1506.5058,4,552.408
AUTO-TPL-E93421EBBD,14/11/2023,13/11/2024,02/10/2024,false,0.8849315068493151,41,4,QS,other,4x4,113,other,automatic,0,0.0,4,634.175
AUTO-TPL-3B28AC9691,05/05/2023,04/05/2024,,true,1.0,48,0,RI,Chevrolet,sedan,130,silver,automatic,0,0.0,4,421.5646
AUTO-TPL-DECFE23E80,17/01/2023,17/01/2024,02/04/2023,false,0.2054794520547945,54,13,JZ,other,4x4,125,red,automatic,0,0.0,4,505.7208
AUTO-TPL-280F7A7EB7,02/10/2023,01/10/2024,,true,1.0,22,2,RI,Toyota,sedan,113,grey,automatic,1,860.1219,4,253.7092
AUTO-TPL-628D5B8C5F,12/06/2023,11/06/2024,,true,1.0,23,4,MK,other,4x4,137,red,automatic,0,0.0,4,512.7067
AUTO-TPL-BA15995065,08/04/2023,07/04/2024,,true,1.0,47,18,MD,Ford,lightcomm,51,silver,manual,0,0.0,4,602.6849
AUTO-TPL-44C9442793,15/10/2023,14/10/2024,,true,1.0,25,0,MD,Chevrolet,pickup,45,silver,automatic,0,0.0,4,630.3234
AUTO-TPL-55D0C2A504,25/10/2023,24/10/2024,,true,1.0,18,6,NJ,Toyota,sedan,42,grey,automatic,0,0.0,4,327.5385
AUTO-TPL-3E1593F0AA,03/09/2023,02/09/2024,,true,1.0,47,4,QS,Chevrolet,sedan,142,grey,automatic,1,5026.0168,4,818.9736
AUTO-TPL-3A1669EADB,16/04/2023,15/04/2024,,true,1.0,73,14,SH,Mercedes,4x4,129,silver,automatic,0,0.0,4,1127.2783
AUTO-TPL-811B3085FC,08/09/2023,07/09/2024,,true,1.0,61,18,HA,Mercedes,4x4,136,white,manual,0,0.0,4,1511.8953
AUTO-TPL-76529973CF,04/11/2023,03/11/2024,,true,1.0,43,3,SH,Hyundai,sedan,102,blue,automatic,0,0.0,4,421.9915
AUTO-TPL-B4BBC21759,09/05/2023,08/05/2024,,true,1.0,35,3,NJ,Chevrolet,sedan,51,silver,manual,0,0.0,4,596.8679
AUTO-TPL-FF6C977AC4,19/01/2023,19/01/2024,,true,1.0,18,3,RI,other,sedan,112,black,manual,0,0.0,4,358.0067
AUTO-TPL-A057CE4F8C,20/09/2023,19/09/2024,,true,1.0,18,0,RI,Ford,pickup,41,silver,automatic,0,0.0,4,367.5388
AUTO-TPL-3F5D351719,07/02/2023,07/02/2024,,true,1.0,57,5,NJ,Isuzu,lightcomm,144,black,automatic,0,0.0,4,752.8498
AUTO-TPL-DEE81512EA,17/10/2023,16/10/2024,,true,1.0,50,2,HA,Toyota,sedan,83,black,automatic,1,79.7684,4,421.8422
AUTO-TPL-A08AD97B89,25/11/2023,24/11/2024,,true,1.0,41,7,MK,other,lightcomm,114,white,automatic,1,940.2302,4,512.7067
AUTO-TPL-0C4B965EDF,28/07/2023,27/07/2024,,true,1.0,29,4,RI,Toyota,lightcomm,100,black,manual,0,0.0,4,278.2428
AUTO-TPL-E350A34A50,26/07/2023,25/07/2024,,true,1.0,88,1,QS,Chevrolet,sedan,86,silver,manual,0,0.0,4,898.1683
AUTO-TPL-5831CE067F,28/10/2023,27/10/2024,,true,1.0,81,0,AS,KIA,4x4,53,black,automatic,0,0.0,4,643.407
AUTO-TPL-9D97E31F87,13/04/2023,12/04/2024,22/02/2024,false,0.863013698630137,26,5,BA,Hyundai,lightcomm,113,red,manual,0,0.0,4,279.3604
AUTO-TPL-D11721BB60,04/11/2023,03/11/2024,,true,1.0,46,1,RI,Isuzu,lightcomm,113,blue,manual,0,0.0,4,639.5433
AUTO-TPL-44B1AF8C1B,22/10/2023,21/10/2024,,true,1.0,19,0,QS,Ford,sedan,119,black,automatic,1,1546.9597,4,714.0176
AUTO-TPL-6423E803EB,07/01/2023,07/01/2024,,true,1.0,57,6,NJ,Isuzu,sedan,96,red,automatic,0,0.0,4,752.8498
AUTO-TPL-597517659D,05/11/2023,04/11/2024,,true,1.0,77,19,QS,other,lightcomm,113,blue,automatic,0,0.0,4,634.175
AUTO-TPL-652695F3D4,17/08/2023,16/08/2024,,true,1.0,50,18,NJ,Chevrolet,lightcomm,145,silver,manual,0,0.0,4,596.8679
AUTO-TPL-08FA55ABE3,11/02/2023,11/02/2024,,true,1.0,44,0,MK,Ford,sedan,48,red,manual,0,0.0,4,633.0771
AUTO-TPL-A8E96FA0E7,26/12/2023,25/12/2024,,true,1.0,88,0,MK,Chevrolet,4x4,147,black,manual,0,0.0,4,726.1354
AUTO-TPL-FF60BCEBFD,11/07/2023,10/07/2024,,true,1.0,52,6,QS,KIA,4x4,117,grey,automatic,1,4088.6783,4,719.7252
AUTO-TPL-1742891751,11/01/2023,11/01/2024,,true,1.0,62,17,QS,Isuzu,pickup,114,grey,manual,1,2003.688,4,1242.4407
AUTO-TPL-389889EEFE,20/02/2023,20/02/2024,,true,1.0,38,1,RI,Ford,heavycomm,125,black,manual,0,0.0,4,403.0798
AUTO-TPL-0B0EB65C74,14/09/2023,13/09/2024,,true,1.0,18,0,MK,Isuzu,heavycomm,128,black,automatic,0,0.0,4,915.8992
AUTO-TPL-C652CF50C3,20/07/2023,19/07/2024,,true,1.0,38,0,RI,Mercedes,heavycomm,112,white,manual,0,0.0,4,909.3013
AUTO-TPL-D5FB581A0B,01/04/2023,31/03/2024,,true,1.0,54,10,NJ,Toyota,sedan,40,blue,manual,1,756.5408,4,359.2115
AUTO-TPL-54E8F99CA6,27/10/2023,26/10/2024,,true,1.0,83,0,QS,Toyota,sedan,97,black,automatic,1,274.3088,4,492.8808
AUTO-TPL-E83CE840DE,06/11/2023,05/11/2024,11/01/2024,false,0.18082191780821918,33,17,JZ,other,heavycomm,142,red,automatic,0,0.0,4,505.7208
AUTO-TPL-43D3192DF5,20/03/2023,19/03/2024,,true,1.0,45,6,SH,KIA,pickup,142,silver,automatic,0,0.0,4,503.7002
AUTO-TPL-2AD23B47DC,10/11/2023,09/11/2024,,true,1.0,43,1,MK,Toyota,4x4,129,white,manual,0,0.0,4,437.0082
AUTO-TPL-00CC160C92,04/09/2023,03/09/2024,,true,1.0,57,12,NJ,other,sedan,125,silver,automatic,0,0.0,4,421.434
AUTO-TPL-B03A77565C,30/03/2023,29/03/2024,,true,1.0,90,4,SH,Chevrolet,sedan,138,other,automatic,0,0.0,4,573.1593
AUTO-TPL-36D6663B55,09/04/2023,08/04/2024,,true,1.0,87,17,QS,other,4x4,40,red,manual,0,0.0,4,695.4997
AUTO-TPL-A1E660F294,21/12/2023,20/12/2024,03/01/2024,false,0.03561643835616438,27,2,JZ,Hyundai,lightcomm,52,black,manual,0,0.0,4,527.3366
AUTO-TPL-CE8AFEF158,30/03/2023,29/03/2024,,true,1.0,18,18,SH,other,sedan,109,white,automatic,0,0.0,4,443.8278
AUTO-TPL-A4B4B5D338,23/04/2023,22/04/2024,,true,1.0,21,14,RI,Toyota,heavycomm,145,silver,automatic,0,0.0,4,253.7092
AUTO-TPL-FB79A80AC2,18/09/2023,17/09/2024,,true,1.0,51,12,JZ,Hyundai,lightcomm,112,other,manual,0,0.0,4,527.3366
AUTO-TPL-679FD11526,28/10/2023,27/10/2024,,true,1.0,34,2,MD,Toyota,pickup,113,other,automatic,0,0.0,4,379.3459
AUTO-TPL-2570F240D0,03/10/2023,02/10/2024,,true,1.0,46,2,RI,Chevrolet,sedan,117,red,manual,1,740.3065,4,462.3299
AUTO-TPL-1D1DDC93D7,13/07/2023,12/07/2024,06/11/2023,false,0.3178082191780822,27,16,NJ,Toyota,sedan,113,black,automatic,0,0.0,4,327.5385
AUTO-TPL-488FAFE7A6,23/11/2023,22/11/2024,,true,1.0,90,1,HS,Mercedes,lightcomm,187,other,automatic,2,14681.865,4,1303.6332
