policy_id,effective_date,expiration_date,cancellation_date,in_force,exposure,driver_age,vehicle_age,province,vehicle_make,body_type,horsepower,vehicle_color,vehicle_transmission,claim_counts,loss_amt,player_id,commercial_premium
AUTO-TPL-42EB1A8E90,05/04/2023,04/04/2024,,true,1.0,79,1,JZ,Hyundai,lightcomm,111,silver,manual,1,885.1142,7,303.4854
AUTO-TPL-851A5DE2E0,01/09/2023,31/08/2024,,true,1.0,18,8,QS,Chevrolet,sedan,121,grey,manual,1,2785.5187,7,448.0914
AUTO-TPL-E22A60418D,15/07/2023,14/07/2024,,true,1.0,20,5,RI,Mercedes,lightcomm,114,white,automatic,1,1540.0343,7,892.4848
AUTO-TPL-54A762A992,27/05/2023,26/05/2024,,true,1.0,81,1,HA,Ford,pickup,110,other,manual,0,0.0,7,613.8027
AUTO-TPL-ACDD6768C9,25/09/2023,24/09/2024,,true,1.0,36,20,SH,Toyota,heavycomm,143,blue,manual,0,0.0,7,486.4081
AUTO-TPL-C88E8652AD,15/12/2023,14/12/2024,,true,1.0,44,0,JZ,Isuzu,pickup,44,white,manual,0,0.0,7,540.8561
AUTO-TPL-38015F7FD2,19/09/2023,18/09/2024,29/12/2023,false,0.27671232876712326,82,16,QS,other,sedan,40,silver,automatic,1,1117.2722,7,366.5969
AUTO-TPL-45F0801B14,19/10/2023,18/10/2024,,true,1.0,18,0,MK,other,sedan,40,blue,manual,0,0.0,7,340.2468
AUTO-TPL-B5D453E7C2,10/09/2023,09/09/2024,,true,1.0,46,4,NJ,Toyota,pickup,130,white,automatic,1,740.9784,7,409.0581
AUTO-TPL-AB73455072,19/07/2023,18/07/2024,,true,1.0,22,2,HA,Chevrolet,4x4,147,red,automatic,0,0.0,7,1249.0156
AUTO-TPL-2B4B7E3D2E,23/12/2023,22/12/2024,,true,1.0,21,7,NJ,other,sedan,87,white,manual,1,462.3526,7,275.4608
AUTO-TPL-BBA325A46B,11/02/2023,11/02/2024,,true,1.0,27,1,NJ,Ford,pickup,112,black,automatic,1,714.012,7,451.6124
AUTO-TPL-A919C46488,16/10/2023,15/10/2024,,true,1.0,30,16,NJ,Toyota,sedan,41,white,manual,0,0.0,7,243.3421
AUTO-TPL-7B625CF387,20/07/2023,19/07/2024,,true,1.0,68,0,JZ,Mercedes,lightcomm,63,red,automatic,0,0.0,7,896.3225
AUTO-TPL-4B249C5399,07/06/2023,06/06/2024,,true,1.0,27,10,AS,Toyota,heavycomm,113,black,automatic,0,0.0,7,457.7578
AUTO-TPL-5AA8392727,23/10/2023,22/10/2024,,true,1.0,60,0,JZ,Hyundai,sedan,147,white,manual,0,0.0,7,187.4524
AUTO-TPL-12386694D6,04/09/2023,03/09/2024,,true,1.0,21,20,JZ,other,lightcomm,137,black,manual,0,0.0,7,340.5739
AUTO-TPL-0C3D2CF50B,17/03/2023,16/03/2024,,true,1.0,55,0,HS,Ford,4x4,138,silver,automatic,1,1012.1215,7,552.1706
AUTO-TPL-37892706D4,04/06/2023,03/06/2024,,true,1.0,25,10,RI,Hyundai,heavycomm,40,white,automatic,0,0.0,7,343.2303
AUTO-TPL-992316E993,04/10/2023,03/10/2024,,true,1.0,81,20,RI,Ford,pickup,144,white,manual,0,0.0,7,343.4053
AUTO-TPL-628D9FDFF5,02/06/2023,01/06/2024,,true,1.0,19,0,SH,Chevrolet,sedan,113,black,manual,0,0.0,7,365.9848
