policy_id,effective_date,expiration_date,cancellation_date,in_force,exposure,driver_age,vehicle_age,province,vehicle_make,body_type,horsepower,vehicle_color,vehicle_transmission,claim_counts,loss_amt,player_id,commercial_premium
AUTO-TPL-22DD1B6567,14/02/2023,14/02/2024,,true,1.0,64,7,NJ,Chevrolet,lightcomm,41,blue,manual,0,0.0,1,580.9652
AUTO-TPL-EF54B27549,29/05/2023,28/05/2024,,true,1.0,24,12,RI,other,pickup,141,red,automatic,0,0.0,1,327.6878
AUTO-TPL-8C077B9558,07/01/2023,07/01/2024,,true,1.0,19,2,JZ,KIA,4x4,112,silver,manual,1,752.4534,1,725.988
AUTO-TPL-0E1682A99B,05/09/2023,04/09/2024,,true,1.0,33,5,RI,Chevrolet,sedan,86,white,manual,0,0.0,1,209.0778
AUTO-TPL-E009D7782B,27/05/2023,26/05/2024,11/03/2024,false,0.7917808219178082,20,9,RI,Ford,sedan,112,white,manual,0,0.0,1,209.0778
AUTO-TPL-B68B1D3BCD,11/04/2023,10/04/2024,,true,1.0,86,14,HA,Toyota,lightcomm,40,grey,automatic,0,0.0,1,718.8104
AUTO-TPL-83C7E14965,28/08/2023,27/08/2024,02/03/2024,false,0.5123287671232877,33,17,BA,KIA,4x4,64,white,automatic,0,0.0,1,564.4874
AUTO-TPL-C5B67C178A,30/11/2023,29/11/2024,,true,1.0,27,17,NJ,Ford,sedan,113,black,automatic,0,0.0,1,340.6087
AUTO-TPL-4E1AB12C67,26/11/2023,25/11/2024,,true,1.0,37,1,MK,Ford,sedan,112,blue,manual,0,0.0,1,424.4279
AUTO-TPL-11643A3336,02/03/2023,01/03/2024,,true,1.0,32,1,QS,Chevrolet,sedan,113,white,automatic,0,0.0,1,488.3068
AUTO-TPL-76EB00356B,20/05/2023,19/05/2024,,true,1.0,48,0,HA,Chevrolet,lightcomm,40,blue,automatic,0,0.0,1,718.8104
AUTO-TPL-12E064D9F6,23/09/2023,22/09/2024,,true,1.0,68,14,MK,Ford,lightcomm,91,white,manual,0,0.0,1,744.4041
AUTO-TPL-A4242BE9F9,29/08/2023,28/08/2024,25/09/2023,false,0.07397260273972603,47,13,BA,Chevrolet,sedan,40,white,automatic,0,0.0,1,211.7437
AUTO-TPL-93BCBA3B4B,09/06/2023,08/06/2024,,true,1.0,84,3,QS,Chevrolet,lightcomm,134,blue,manual,0,0.0,1,832.8891
AUTO-TPL-FA64E99A7D,30/12/2023,29/12/2024,,true,1.0,18,0,RI,Ford,heavycomm,113,white,manual,0,0.0,1,464.3617
AUTO-TPL-96E0DE96A7,19/11/2023,18/11/2024,,true,1.0,45,0,AS,Ford,4x4,59,white,automatic,0,0.0,1,969.5267
AUTO-TPL-F3A6A34274,08/08/2023,07/08/2024,13/04/2024,false,0.6821917808219178,41,2,AS,Toyota,sedan,106,other,manual,0,0.0,1,353.676
AUTO-TPL-7C19A51EC1,24/03/2023,23/03/2024,,true,1.0,24,0,RI,KIA,heavycomm,44,black,manual,0,0.0,1,464.3617
AUTO-TPL-92D644A286,09/04/2023,08/04/2024,25/05/2023,false,0.12602739726027398,29,1,NJ,Toyota,heavycomm,91,silver,automatic,0,0.0,1,756.4918
AUTO-TPL-FF214F0790,05/09/2023,04/09/2024,,true,1.0,36,8,MD,Hyundai,4x4,145,blue,manual,0,0.0,1,1022.6259
AUTO-TPL-3091C8D65C,02/05/2023,01/05/2024,,true,1.0,40,15,RI,other,lightcomm,74,black,manual,0,0.0,1,366.7015
AUTO-TPL-84AC1A7B18,03/07/2023,02/07/2024,,true,1.0,34,0,JZ,Toyota,4x4,113,other,manual,0,0.0,1,725.988
AUTO-TPL-C1F9EACA78,05/11/2023,04/11/2024,,true,1.0,22,1,JZ,Isuzu,sedan,71,red,automatic,1,3309.3417,1,280.0245
AUTO-TPL-41B19CCD81,29/11/2023,28/11/2024,,true,1.0,36,18,RI,Toyota,lightcomm,40,other,automatic,0,0.0,1,377.071
AUTO-TPL-8345949A0D,10/05/2023,09/05/2024,,true,1.0,40,20,MK,KIA,lightcomm,146,red,manual,0,0.0,1,744.4041
AUTO-TPL-167AB4A6EC,25/04/2023,24/04/2024,,true,1.0,79,19,RI,KIA,4x4,40,other,automatic,0,0.0,1,573.1418
AUTO-TPL-D063A69A8D,28/11/2023,27/11/2024,,true,1.0,22,10,HA,Chevrolet,sedan,118,other,manual,0,0.0,1,398.565
AUTO-TPL-8F3017438C,06/05/2023,05/05/2024,,true,1.0,27,0,RI,Hyundai,sedan,138,black,automatic,0,0.0,1,214.99
AUTO-TPL-08168093B5,01/03/2023,29/02/2024,,true,1.0,27,2,NJ,Toyota,sedan,40,blue,manual,0,0.0,1,331.2419
AUTO-TPL-229F9B3622,15/08/2023,14/08/2024,,true,1.0,20,0,RI,Toyota,heavycomm,66,white,automatic,0,0.0,1,477.4928
AUTO-TPL-EF7B139AC8,21/06/2023,20/06/2024,,true,1.0,20,1,NJ,Ford,sedan,107,white,manual,0,0.0,1,331.2419
AUTO-TPL-8C334EC24D,03/10/2023,02/10/2024,,true,1.0,26,20,MK,other,4x4,292,other,automatic,2,12714.7901,1,1163.4779
AUTO-TPL-AD5750A7AC,14/01/2023,14/01/2024,,true,1.0,50,5,HA,Toyota,sedan,48,black,automatic,0,0.0,1,409.8354
AUTO-TPL-7B12C91941,17/09/2023,16/09/2024,,true,1.0,50,14,NJ,Chevrolet,4x4,122,blue,automatic,2,9933.4101,1,908.0286
AUTO-TPL-392C65E69C,19/07/2023,18/07/2024,,true,1.0,49,20,JZ,Chevrolet,heavycomm,111,black,automatic,0,0.0,1,621.9344
AUTO-TPL-BCC4B4C7CD,03/09/2023,02/09/2024,,true,1.0,21,0,RI,Toyota,sedan,142,black,automatic,1,823.7092,1,214.99
AUTO-TPL-0E6AC18D71,23/11/2023,22/11/2024,,true,1.0,86,7,NJ,Toyota,lightcomm,82,silver,automatic,0,0.0,1,597.3935
AUTO-TPL-701A2BEC75,02/03/2023,01/03/2024,20/06/2023,false,0.3013698630136986,43,13,SH,Mercedes,pickup,147,black,manual,0,0.0,1,443.2151
AUTO-TPL-01FED25AE9,04/05/2023,03/05/2024,,true,1.0,42,19,MD,Hyundai,sedan,141,red,automatic,0,0.0,1,394.4422
AUTO-TPL-7E74FD6D72,03/07/2023,02/07/2024,,true,1.0,47,0,RI,Mercedes,sedan,113,blue,manual,0,0.0,1,209.0778
AUTO-TPL-21B6EAD77F,23/01/2023,23/01/2024,,true,1.0,42,2,SH,KIA,heavycomm,113,white,manual,0,0.0,1,645.8343
AUTO-TPL-DF7E90998F,19/11/2023,18/11/2024,,true,1.0,69,17,QS,Ford,heavycomm,118,silver,automatic,0,0.0,1,1084.5294
AUTO-TPL-CF9F0013C3,24/10/2023,23/10/2024,07/06/2024,false,0.6219178082191781,76,7,MD,KIA,lightcomm,148,black,manual,0,0.0,1,672.7873
AUTO-TPL-188D4A5DF4,06/08/2023,05/08/2024,,true,1.0,19,20,MK,Toyota,sedan,42,silver,automatic,0,0.0,1,436.4297
AUTO-TPL-7AA438163D,17/02/2023,17/02/2024,,true,1.0,31,2,BA,Chevrolet,pickup,107,white,manual,1,1386.9612,1,313.8643
AUTO-TPL-A5E12741EF,10/10/2023,09/10/2024,31/07/2024,false,0.8082191780821918,56,1,SH,KIA,lightcomm,41,white,manual,0,0.0,1,510.0085
AUTO-TPL-2DF44D61D5,18/03/2023,17/03/2024,,true,1.0,76,15,SH,other,heavycomm,77,white,manual,0,0.0,1,645.8343
AUTO-TPL-CF75E87ED4,11/05/2023,10/05/2024,,true,1.0,46,8,RI,other,4x4,101,white,automatic,0,0.0,1,573.1418
AUTO-TPL-7F97BDB053,15/03/2023,14/03/2024,,true,1.0,23,2,QS,Chevrolet,4x4,70,blue,automatic,0,0.0,1,1301.7771
AUTO-TPL-094E2C7329,03/06/2023,02/06/2024,,true,1.0,46,1,JZ,Ford,pickup,113,black,automatic,0,0.0,1,426.8133
AUTO-TPL-8F1B29EFC9,18/09/2023,17/09/2024,,true,1.0,32,1,MK,Toyota,sedan,103,red,automatic,0,0.0,1,436.4297
AUTO-TPL-FD0F2A7DAD,18/06/2023,17/06/2024,,true,1.0,18,9,SH,other,heavycomm,95,white,manual,0,0.0,1,645.8343
AUTO-TPL-7F86E24D06,16/02/2023,16/02/2024,,true,1.0,76,13,MD,other,4x4,106,black,manual,0,0.0,1,1022.6259
AUTO-TPL-ED278CB8F8,27/06/2023,26/06/2024,09/10/2023,false,0.28493150684931506,49,13,QS,Ford,sedan,40,red,automatic,0,0.0,1,488.3068
AUTO-TPL-C5297F4AD7,19/10/2023,18/10/2024,,true,1.0,22,1,JZ,Chevrolet,lightcomm,40,blue,automatic,0,0.0,1,491.1349
AUTO-TPL-BECD4E44CD,07/11/2023,06/11/2024,,true,1.0,19,10,NJ,Toyota,pickup,113,black,manual,0,0.0,1,504.8789
AUTO-TPL-FA57712143,06/03/2023,05/03/2024,,true,1.0,84,5,AS,Hyundai,sedan,130,grey,automatic,0,0.0,1,363.6771
AUTO-TPL-ABB73678F1,03/01/2023,03/01/2024,,true,1.0,50,7,NJ,KIA,sedan,110,grey,automatic,1,531.7751,1,340.6087
AUTO-TPL-ACC7883D31,22/01/2023,22/01/2024,,true,1.0,46,13,HA,Hyundai,heavycomm,297,blue,automatic,0,0.0,1,910.2445
AUTO-TPL-226B3BED8A,27/10/2023,26/10/2024,,true,1.0,61,8,NJ,other,lightcomm,94,other,automatic,0,0.0,1,597.3935
AUTO-TPL-E42F469059,01/05/2023,30/04/2024,,true,1.0,46,12,SH,Chevrolet,sedan,113,other,automatic,0,0.0,1,299.0081
AUTO-TPL-E4BC013F30,13/01/2023,13/01/2024,,true,1.0,35,17,JZ,other,sedan,113,white,automatic,0,0.0,1,280.0245
